Symbol,Company Name,Exchange
SMCGLOBAL,SMC Global Securities Limited,NSE
SMLMAH,SML Mahindra Limited,NSE
SMLT,Sarthak Metals Limited,NSE
SMSPHARMA,SMS Pharmaceuticals Limited,NSE
SNOWMAN,Snowman Logistics Limited,NSE
SOBHA,Sobha Limited,NSE
SOFTTECH,Softtech Engineers Limited,NSE
SOLARA,Solara Active Pharma Sciences Limited,NSE
SOLARINDS,Solar Industries India Limited,NSE
SOLARWORLD,Solarworld Energy Solutions Limited,NSE
SOLEX,Solex Energy Limited,NSE
SOMANYCERA,Somany Ceramics Limited,NSE
SOMATEX,Soma Textiles & Industries Limited,NSE
SOMICONVEY,Somi Conveyor Beltings Limited,NSE
SONACOMS,Sona BLW Precision Forgings Limited,NSE
SONAMLTD,SONAM LIMITED,NSE
SONATSOFTW,Sonata Software Limited,NSE
SOTL,Savita Oil Technologies Limited,NSE
SOUTHBANK,The South Indian Bank Limited,NSE
SOUTHWEST,South West Pinnacle Exploration Limited,NSE
SPAL,S. P. Apparels Limited,NSE
SPANDANA,Spandana Sphoorty Financial Limited,NSE
SPARC,Sun Pharma Advanced Research Company Limited,NSE
SPCENET,Spacenet Enterprises India Limited,NSE
SPECIALITY,Speciality Restaurants Limited,NSE
SPECTRUM,Spectrum Electrical Industries Limited,NSE
SPENCERS,Spencer's Retail Limited,NSE
SPIC,Southern Petrochemicals Industries Corporation  Limited,NSE
SPLIL,SPL Industries Limited,NSE
SPLPETRO,Supreme Petrochem Limited,NSE
SPMLINFRA,SPML Infra Limited,NSE
SPORTKING,Sportking India Limited,NSE
SRD,Shankar Lal Rampal Dye-Chem Limited,NSE
SREEL,Sreeleathers Limited,NSE
SRF,SRF Limited,NSE
SRGHFL,SRG Housing Finance Limited,NSE
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,NSE
SRM,SRM Contractors Limited,NSE
SRTL,Shree Ram Twistex Limited,NSE
SSDL,Saraswati Saree Depot Limited,NSE
SSWL,Steel Strips Wheels Limited,NSE
STALLION,Stallion India Fluorochemicals Limited,NSE
STANLEY,Stanley Lifestyles Limited,NSE
STAR,Strides Pharma Science Limited,NSE
STARCEMENT,Star Cement Limited,NSE
STARHEALTH,Star Health and Allied Insurance Company Limited,NSE
STARPAPER,Star Paper Mills Limited,NSE
STARTECK,Starteck Finance Limited,NSE
STCINDIA,The State Trading Corporation of India Limited,NSE
STEELCAS,Steelcast Limited,NSE
STEELCITY,Steel City Securities Limited,NSE
STEELXIND,STEEL EXCHANGE INDIA LIMITED,NSE
STEL,Stel Holdings Limited,NSE
STERTOOLS,Sterling Tools Limited,NSE
STLNETWORK,STL Networks Limited,NSE
STLTECH,Sterlite Technologies Limited,NSE
STOVEKRAFT,Stove Kraft Limited,NSE
STUDDS,Studds Accessories Limited,NSE
STYL,Seshaasai Technologies Limited,NSE
STYLAMIND,Stylam Industries Limited,NSE
STYLEBAAZA,Baazar Style Retail Limited,NSE
STYRENIX,Styrenix Performance Materials Limited,NSE
SUBEXLTD,Subex Limited,NSE
SUBROS,Subros Limited,NSE
SUDARCOLOR,Sudarshan Colorants India Limited,NSE
SUDARSCHEM,Sudarshan Chemical Industries Limited,NSE
SUDEEPPHRM,Sudeep Pharma Limited,NSE
SUKHJITS,Sukhjit Starch & Chemicals Limited,NSE
SULA,Sula Vineyards Limited,NSE
SUMEETINDS,Sumeet Industries Limited,NSE
SUMICHEM,Sumitomo Chemical India Limited,NSE
SUMIT,Sumit Woods Limited,NSE
SUMMITSEC,Summit Securities Limited,NSE
SUNCLAY,Sundaram Clayton Limited,NSE
SUNDARAM,Sundaram Multi Pap Limited,NSE
SUNDARMFIN,Sundaram Finance Limited,NSE
SUNDRMBRAK,Sundaram Brake Linings Limited,NSE
SUNDRMFAST,Sundram Fasteners Limited,NSE
SUNDROP,Sundrop Brands Limited,NSE
SUNFLAG,Sunflag Iron And Steel Company Limited,NSE
SUNPHARMA,Sun Pharmaceutical Industries Limited,NSE
SUNTECK,Sunteck Realty Limited,NSE
SUNTV,Sun TV Network Limited,NSE
SUPERHOUSE,Superhouse Limited,NSE
SUPERSPIN,Super Spinning Mills Limited,NSE
SUPRAJIT,Suprajit Engineering Limited,NSE
SUPREME,Supreme Holdings & Hospitality (India) Limited,NSE
SUPREMEENG,Supreme Engineering Limited,NSE
SUPREMEIND,Supreme Industries Limited,NSE
SUPREMEINF,Supreme Infrastructure India Limited,NSE
SUPRIYA,Supriya Lifescience Limited,NSE
SURAJEST,Suraj Estate Developers Limited,NSE
SURAJLTD,Suraj Limited,NSE
SURAKSHA,Suraksha Diagnostic Limited,NSE
SURANASOL,Surana Solar Limited,NSE
SURANAT&P,Surana Telecom and Power Limited,NSE
SURYALAXMI,Suryalakshmi Cotton Mills Limited,NSE
SURYAROSNI,Surya Roshni Limited,NSE
SURYODAY,Suryoday Small Finance Bank Limited,NSE
SUTLEJTEX,Sutlej Textiles and Industries Limited,NSE
SUVEN,Suven Life Sciences Limited,NSE
SUVIDHAA,Suvidhaa Infoserve Limited,NSE
SUYOG,Suyog Telematics Limited,NSE
SUZLON,Suzlon Energy Limited,NSE
SVLL,Shree Vasu Logistics Limited,NSE
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,NSE
SWANCORP,SWAN CORP LIMITED,NSE
SWANDEF,Swan Defence and Heavy Industries Limited,NSE
SWARAJENG,Swaraj Engines Limited,NSE
SWELECTES,Swelect Energy Systems Limited,NSE
SWIGGY,Swiggy Limited,NSE
SWSOLAR,Sterling and Wilson Renewable Energy Limited,NSE
SYMPHONY,Symphony Limited,NSE
SYNCOMF,Syncom Formulations (India) Limited,NSE
SYNGENE,Syngene International Limited,NSE
SYRMA,Syrma SGS Technology Limited,NSE
SYSTMTXC,Systematix Corporate Services Limited,NSE
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,NSE
TAJGVK,Taj GVK Hotels & Resorts Limited,NSE
TAKE,Take Solutions Limited,NSE
TALBROAUTO,Talbros Automotive Components Limited,NSE
TANLA,Tanla Platforms Limited,NSE
TARACHAND,Tara Chand InfraLogistic Solutions Limited,NSE
TARAPUR,Tarapur Transformers Limited,NSE
TARC,TARC Limited,NSE
TARIL,Transformers And Rectifiers (India) Limited,NSE
TARMAT,Tarmat Limited,NSE
TARSONS,Tarsons Products Limited,NSE
TASTYBITE,Tasty Bite Eatables Limited,NSE
TATACAP,Tata Capital Limited,NSE
TATACHEM,Tata Chemicals Limited,NSE
TATACOMM,Tata Communications Limited,NSE
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,NSE
TATAELXSI,Tata Elxsi Limited,NSE
TATAINVEST,Tata Investment Corporation Limited,NSE
TATAPOWER,Tata Power Company Limited,NSE
TATASTEEL,Tata Steel Limited,NSE
TATATECH,Tata Technologies Limited,NSE
TATVA,Tatva Chintan Pharma Chem Limited,NSE
TBOTEK,TBO Tek Limited,NSE
TBZ,Tribhovandas Bhimji Zaveri Limited,NSE
TCC,TCC Concept Limited,NSE
TCI,Transport Corporation of India Limited,NSE
TCIEXP,TCI Express Limited,NSE
TCIFINANCE,TCI Finance Limited,NSE
TCPLPACK,TCPL Packaging Limited,NSE
TCS,Tata Consultancy Services Limited,NSE
TDPOWERSYS,TD Power Systems Limited,NSE
TEAMGTY,Team India Guaranty Limited,NSE
TEAMLEASE,Teamlease Services Limited,NSE
TECHM,Tech Mahindra Limited,NSE
TECHNOE,Techno Electric & Engineering Company Limited,NSE
TECILCHEM,TECIL Chemicals and Hydro Power Limited,NSE
TEGA,Tega Industries Limited,NSE
TEJASNET,Tejas Networks Limited,NSE
TEMBO,Tembo Global Industries Limited,NSE
TENNIND,Tenneco Clean Air India Limited,NSE
TERASOFT,Tera Software Limited,NSE
TEXINFRA,Texmaco Infrastructure & Holdings Limited,NSE
TEXMOPIPES,Texmo Pipes and Products Limited,NSE
TEXRAIL,Texmaco Rail & Engineering Limited,NSE
TFCILTD,Tourism Finance Corporation of India Limited,NSE
TFL,Transwarranty Finance Limited,NSE
TGBHOTELS,TGB Banquets And Hotels Limited,NSE
THANGAMAYL,Thangamayil Jewellery Limited,NSE
THEINVEST,The Investment Trust Of India Limited,NSE
THEJO,Thejo Engineering Limited,NSE
THELEELA,Leela Palaces Hotels & Resorts Limited,NSE
THEMISMED,Themis Medicare Limited,NSE
THERMAX,Thermax Limited,NSE
THOMASCOOK,Thomas Cook  (India)  Limited,NSE
THOMASCOTT,Thomas Scott (India) Limited,NSE
THYROCARE,Thyrocare Technologies Limited,NSE
TI,Tilaknagar Industries Limited,NSE
TICL,Twamev Construction and Infrastructure Limited,NSE
TIGERLOGS,Tiger Logistics (India) Limited,NSE
TIIL,Technocraft Industries (India) Limited,NSE
TIINDIA,Tube Investments of India Limited,NSE
TIJARIA,Tijaria Polypipes Limited,NSE
TIL,TIL Limited,NSE
TIMETECHNO,Time Technoplast Limited,NSE
TIMKEN,Timken India Limited,NSE
TINNARUBR,Tinna Rubber and Infrastructure Limited,NSE
TIPSFILMS,Tips Films Limited,NSE
TIPSMUSIC,Tips Music Limited,NSE
TIRUMALCHM,Thirumalai Chemicals Limited,NSE
TIRUPATIFL,Tirupati Forge Limited,NSE
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,NSE
TITAN,Titan Company Limited,NSE
TMB,Tamilnad Mercantile Bank Limited,NSE
TMCV,Tata Motors Limited,NSE
TMPV,Tata Motors Passenger Vehicles Limited,NSE
TNPETRO,Tamilnadu PetroProducts Limited,NSE
TNPL,Tamil Nadu Newsprint & Papers Limited,NSE
TNTELE,Tamilnadu Telecommunication Limited,NSE
TOKYOPLAST,Tokyo Plast International Limited,NSE
TOLINS,Tolins Tyres Limited,NSE
TORNTPHARM,Torrent Pharmaceuticals Limited,NSE
TORNTPOWER,Torrent Power Limited,NSE
TOTAL,Total Transport Systems Limited,NSE
TOUCHWOOD,Touchwood Entertainment Limited,NSE
TPHQ,Teamo Productions HQ Limited,NSE
TPLPLASTEH,TPL Plastech Limited,NSE
TRACXN,Tracxn Technologies Limited,NSE
TRANSRAILL,Transrail Lighting Limited,NSE
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,NSE
TRAVELFOOD,Travel Food Services Limited,NSE
TREEHOUSE,Tree House Education & Accessories Limited,NSE
TREJHARA,TREJHARA SOLUTIONS LIMITED,NSE
TREL,Transindia Real Estate Limited,NSE
TRENT,Trent Limited,NSE
TRF,TRF Limited,NSE
TRIDENT,Trident Limited,NSE
TRIGYN,Trigyn Technologies Limited,NSE
TRITURBINE,Triveni Turbine Limited,NSE
TRIVENI,Triveni Engineering & Industries Limited,NSE
TRU,TruCap Finance Limited,NSE
TRUALT,TruAlt Bioenergy Limited,NSE
TSFINV,TSF INVESTMENTS LIMITED,NSE
TTKHLTCARE,TTK Healthcare Limited,NSE
TTKPRESTIG,TTK Prestige Limited,NSE
TTL,T T Limited,NSE
TTML,Tata Teleservices (Maharashtra) Limited,NSE
TVSELECT,TVS Electronics Limited,NSE
TVSHLTD,TVS Holdings Limited,NSE
TVSMOTOR,TVS Motor Company Limited,NSE
TVSSCS,TVS Supply Chain Solutions Limited,NSE
TVSSRICHAK,TVS Srichakra Limited,NSE
TVTODAY,TV Today Network Limited,NSE
TVVISION,TV Vision Limited,NSE
UBL,United Breweries Limited,NSE
UCAL,UCAL LIMITED,NSE
UCOBANK,UCO Bank,NSE
UDS,Updater Services Limited,NSE
UEL,Ujaas Energy Limited,NSE
UFBL,United Foodbrands Limited,NSE
UFLEX,UFLEX Limited,NSE
UFO,UFO Moviez India Limited,NSE
UGARSUGAR,The Ugar Sugar Works Limited,NSE
UGROCAP,Ugro Capital Limited,NSE
UJJIVANSFB,Ujjivan Small Finance Bank Limited,NSE
ULTRACEMCO,UltraTech Cement Limited,NSE
UMAEXPORTS,Uma Exports Limited,NSE
UMESLTD,Usha Martin Education & Solutions Limited,NSE
UMIYA-MRO,UMIYA BUILDCON LIMITED,NSE
UNICHEMLAB,Unichem Laboratories Limited,NSE
UNIDT,United Drilling Tools Limited,NSE
UNIECOM,Unicommerce Esolutions Limited,NSE
UNIENTER,Uniphos Enterprises Limited,NSE
UNIINFO,Uniinfo Telecom Services Limited,NSE
UNIMECH,Unimech Aerospace and Manufacturing Limited,NSE
UNIONBANK,Union Bank of India,NSE
UNIPARTS,Uniparts India Limited,NSE
UNITDSPR,United Spirits Limited,NSE
UNITECH,Unitech Limited,NSE
UNITEDPOLY,United Polyfab Gujarat Limited,NSE
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,NSE
UNIVASTU,Univastu India Limited,NSE
UNIVCABLES,Universal Cables Limited,NSE
UNIVPHOTO,Universus Photo Imagings Limited,NSE
UNOMINDA,UNO Minda Limited,NSE
UPL,UPL Limited,NSE
URAVIDEF,Uravi Defence and Technology Limited,NSE
URBANCO,Urban Company Limited,NSE
URJA,Urja Global Limited,NSE
USHAMART,Usha Martin Limited,NSE
USK,Udayshivakumar Infra Limited,NSE
UTIAMC,UTI Asset Management Company Limited,NSE
UTKARSHBNK,Utkarsh Small Finance Bank Limited,NSE
UTLSOLAR,Fujiyama Power Systems Limited,NSE
UTTAMSUGAR,Uttam Sugar Mills Limited,NSE
UYFINCORP,U. Y. Fincorp Limited,NSE
V2RETAIL,V2 Retail Limited,NSE
VADILALIND,Vadilal Industries Limited,NSE
VAIBHAVGBL,Vaibhav Global Limited,NSE
VAISHALI,Vaishali Pharma Limited,NSE
VAKRANGEE,Vakrangee Limited,NSE
VALIANTLAB,Valiant Laboratories Limited,NSE
VALIANTORG,Valiant Organics Limited,NSE
VARDHACRLC,Vardhman Acrylics Limited,NSE
VARDMNPOLY,Vardhman Polytex Limited,NSE
VARROC,Varroc Engineering Limited,NSE
VASCONEQ,Vascon Engineers Limited,NSE
VASWANI,Vaswani Industries Limited,NSE
VBL,Varun Beverages Limited,NSE
VCL,Vaxtex Cotfab Limited,NSE
VEDL,Vedanta Limited,NSE
VEEDOL,Veedol Corporation Limited,NSE
VENKEYS,Venky's (India) Limited,NSE
VENTIVE,Ventive Hospitality Limited,NSE
VENUSPIPES,Venus Pipes & Tubes Limited,NSE
VENUSREM,Venus Remedies Limited,NSE
VERANDA,Veranda Learning Solutions Limited,NSE
VERTOZ,Vertoz Limited,NSE
VESUVIUS,Vesuvius India Limited,NSE
VETO,Veto Switchgears And Cables Limited,NSE
VGL,VARVEE GLOBAL LIMITED,NSE
VGUARD,V-Guard Industries Limited,NSE
VHL,Vardhman Holdings Limited,NSE
VHLTD,Viceroy Hotels Limited,NSE
VIDHIING,Vidhi Specialty Food Ingredients Limited,NSE
VIDYAWIRES,Vidya Wires Limited,NSE
VIJAYA,Vijaya Diagnostic Centre Limited,NSE
VIJIFIN,Viji Finance Limited,NSE
VIKASECO,Vikas EcoTech Limited,NSE
VIKASLIFE,Vikas Lifecare Limited,NSE
VIKRAMSOLR,Vikram Solar Limited,NSE
VIKRAN,Vikran Engineering Limited,NSE
VIMTALABS,Vimta Labs Limited,NSE
VINATIORGA,Vinati Organics Limited,NSE
VINCOFE,Vintage Coffee And Beverages Limited,NSE
VINDHYATEL,Vindhya Telelinks Limited,NSE
VINEETLAB,Vineet Laboratories Limited,NSE
VINNY,Vinny Overseas Limited,NSE
VINYLINDIA,Vinyl Chemicals (India) Limited,NSE
VIPCLOTHNG,VIP Clothing Limited,NSE
VIPIND,VIP Industries Limited,NSE
VIPULLTD,Vipul Limited,NSE
VIRINCHI,Virinchi Limited,NSE
VISAKAIND,Visaka Industries Limited,NSE
VISASTEEL,Visa Steel Limited,NSE
VISHNU,Vishnu Chemicals Limited,NSE
VISHWARAJ,Vishwaraj Sugar Industries Limited,NSE
VITAL,Vital Chemtech Limited,NSE
VIVIDHA,Visagar Polytex Limited,NSE
VIVIMEDLAB,Vivimed Labs Limited,NSE
VIYASH,Viyash Scientific Limited,NSE
VLEGOV,VL E-Governance & IT Solutions Limited,NSE
VLSFINANCE,VLS Finance Limited,NSE
VMART,V-Mart Retail Limited,NSE
VMM,Vishal Mega Mart Limited,NSE
VMSTMT,VMS TMT Limited,NSE
VOLTAMP,Voltamp Transformers Limited,NSE
VOLTAS,Voltas Limited,NSE
VPRPL,Vishnu Prakash R Punglia Limited,NSE
VRAJ,Vraj Iron and Steel Limited,NSE
VRLLOG,VRL Logistics Limited,NSE
VSSL,Vardhman Special Steels Limited,NSE
VSTIND,VST Industries Limited,NSE
VSTL,Vibhor Steel Tubes Limited,NSE
VSTTILLERS,V.S.T Tillers Tractors Limited,NSE
VTL,Vardhman Textiles Limited,NSE
WAAREEENER,Waaree Energies Limited,NSE
WAAREEINDO,Indosolar Limited,NSE
WAAREERTL,Waaree Renewable Technologies Limited,NSE
WABAG,VA Tech Wabag Limited,NSE
WAKEFIT,Wakefit Innovations Limited,NSE
WALCHANNAG,Walchandnagar Industries Limited,NSE
WANBURY,Wanbury Limited,NSE
WCIL,Western Carriers (India) Limited,NSE
WEALTH,Wealth First Portfolio Managers Limited,NSE
WEBELSOLAR,Websol Energy System Limited,NSE
WEIZMANIND,Weizmann Limited,NSE
WEL,Wonder Electricals Limited,NSE
WELCORP,Welspun Corp Limited,NSE
WELENT,Welspun Enterprises Limited,NSE
WELINV,Welspun Investments and Commercials Limited,NSE
WELSPUNLIV,Welspun Living Limited,NSE
WENDT,Wendt (India) Limited,NSE
WESTLIFE,WESTLIFE FOODWORLD LIMITED,NSE
WEWIN,WE WIN LIMITED,NSE
WEWORK,WeWork India Management Limited,NSE
WHEELS,Wheels India Limited,NSE
WHIRLPOOL,Whirlpool of India Limited,NSE
WILLAMAGOR,Williamson Magor & Company Limited,NSE
WINDLAS,Windlas Biotech Limited,NSE
WINDMACHIN,Windsor Machines Limited,NSE
WINSOME,Winsome Yarns Limited,NSE
WIPL,The Western India Plywoods Limited,NSE
WIPRO,Wipro Limited,NSE
WOCKPHARMA,Wockhardt Limited,NSE
WONDERLA,Wonderla Holidays Limited,NSE
WORTHPERI,Worth Peripherals Limited,NSE
WSI,W S Industries (I) Limited,NSE
WSTCSTPAPR,West Coast Paper Mills Limited,NSE
XCHANGING,Xchanging Solutions Limited,NSE
XELPMOC,Xelpmoc Design And Tech Limited,NSE
XPROINDIA,Xpro India Limited,NSE
XTGLOBAL,Xtglobal Infotech Limited,NSE
YASHO,Yasho Industries Limited,NSE
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,NSE
YATRA,Yatra Online Limited,NSE
YESBANK,Yes Bank Limited,NSE
YUKEN,Yuken India Limited,NSE
ZAGGLE,Zaggle Prepaid Ocean Services Limited,NSE
ZEEL,Zee Entertainment Enterprises Limited,NSE
ZEELEARN,Zee Learn Limited,NSE
ZEEMEDIA,Zee Media Corporation Limited,NSE
ZENITHEXPO,Zenith Exports Limited,NSE
ZENITHSTL,Zenith Steel Pipes & Industries Limited,NSE
ZENSARTECH,Zensar Technologies Limited,NSE
ZENTEC,Zen Technologies Limited,NSE
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,NSE
ZIMLAB,Zim Laboratories Limited,NSE
ZODIAC,Zodiac Energy Limited,NSE
ZODIACLOTH,Zodiac Clothing Company Limited,NSE
ZOTA,Zota Health Care LImited,NSE
ZUARI,Zuari Agro Chemicals Limited,NSE
ZUARIIND,ZUARI INDUSTRIES LIMITED,NSE
ZYDUSLIFE,Zydus Lifesciences Limited,NSE
ZYDUSWELL,Zydus Wellness Limited,NSE
ABB,ABB India Limited,BSE
AEGISLOG,Aegis Logistics Ltd.,BSE
ARE&M,Amara Raja Energy & Mobility Limited,BSE
AMBALALSA,Ambalal Sarabhai Enterprise Ltd.,BSE
ANDHRAPET,Andhra Petrochemicals Ltd.,BSE
ANSALAPI,Ansal Properties & Infrastructure Ltd.,BSE
UTIQUE,UTIQUE ENTERPRISES LIMITED,BSE
ARUNAHTEL,Aruna Hotels Ltd.,BSE
BOMDYEING,Bombay Dyeing & Mfg. Co. Ltd.,BSE
ASIANHOTNR,Asian Hotels (North) Limited,BSE
ATUL,Atul Limited.,BSE
ATVPR,ATV Projects India Ltd,BSE
BAJAJELEC,Bajaj Electricals Ltd.,BSE
BAJAJHIND,Bajaj Hindusthan Sugar Limited,BSE
FORCEMOT,Force Motors Limited,BSE
BAJFINANCE,Bajaj Finance Limited,BSE
BALRAMCHIN,Balrampur Chini Mills Ltd.,BSE
BANCOINDIA,Banco Products (India) Ltd.,BSE
ABREL,ADITYA BIRLA REAL ESTATE LIMITED,BSE
BANARISUG,Bannari Amman Sugars Ltd.,BSE
BASF,BASF India Ltd,BSE
BATAINDIA,Bata India Limited,BSE
BEML,BEML Ltd,BSE
BEL,Bharat Electronics Ltd.,BSE
BHAGGAS,Bhagawati Gas Limited,BSE
BEPL,Bhansali Engineering Polymers Ltd.,BSE
BIHSPONG,Bihar Sponge Iron Ltd,BSE
BILVYAPAR,BIL VYAPAR LIMITED,BSE
BIRLACABLE,Birla Cable Limited,BSE
BLUESTARCO,Blue Star Ltd,BSE
DISAQ,Disa India Ltd.,BSE
QUESTCAP,QUEST CAPITAL MARKETS LIMITED,BSE
BPL,BPL Ltd.,BSE
OAL,ORIENTAL AROMATICS LIMITED,BSE
CENTEXT,Century Extrusions Ltd.,BSE
CESC,CESC Limited,BSE
CHAMBLFERT,Chambal Fertilisers & Chemicals Ltd,BSE
EXIDEIND,Exide Industries Ltd.,BSE
CIPLA,Cipla Ltd.,BSE
DICIND,DIC India Ltd,BSE
CRISIL,CRISIL Ltd.,BSE
CGPOWER,CG Power and Industrial Solutions Limited,BSE
DABUR,Dabur India Ltd.,BSE
DALMIASUG,Dalmia Bharat Sugar and Industries Ltd,BSE
ARVIND,Arvind Ltd.,BSE
BHEL,Bharat Heavy Electricals Ltd.,BSE
HINDPETRO,Hindustan Petroleum Corporation Ltd,BSE
IFCI,IFCI Ltd.,BSE
MTNL,Mahanagar Telephone Nigam Ltd.,BSE
MRPL,Mangalore Refinery & Petrochemicals,BSE
CHENNPETRO,Chennai Petroleum Corporation Ltd.,BSE
SBIN,State Bank Of India,BSE
SAIL,Steel Authority of India Ltd.,BSE
TITAN,Titan Company Limited,BSE
IDBI,IDBI Bank Ltd,BSE
DCW,DCW Ltd.,BSE
DHAMPURSUG,Dhampur Sugar Mills Ltd.,BSE
DIAMINESQ,Diamines & Chemicals Ltd.,BSE
ELANTAS,Elantas Beck India Ltd,BSE
DRREDDY,Dr. Reddy's Laboratories Ltd.,BSE
EIDPARRY,E.I.D. Parry (India) Ltd.,BSE
PGHL,PROCTER & GAMBLE HEALTH LIMITED,BSE
ELECTCAST,Electrosteel Castings Ltd.,BSE
ESABINDIA,Esab India Ltd.,BSE
EPL,EPL LIMITED,BSE
ESTER,Ester Industries Ltd.,BSE
FGP,FGP Ltd,BSE
PHCAP,P.H. Capital Ltd.,BSE
FINCABLES,Finolex Cables Ltd.,BSE
COCKERILL,JOHN COCKERILL INDIA LIMITED,BSE
UFLEX,Uflex Limited,BSE
FOSECOIND,Foseco India Ltd,BSE
GOLDENTOBC,Golden Tobacco Ltd.,BSE
GANESHBE,Ganesh Benzoplast Ltd.,BSE
METROGLOBL,Metroglobal Limited,BSE
GTL,GTL Ltd,BSE
GODFRYPHLP,Godfrey Phillips India Ltd.,BSE
GODREJIND,Godrej Industries Ltd.,BSE
KANSAINER,Kansai Nerolac Paints,BSE
GOODRICKE,Goodricke Group Ltd.,BSE
GOODYEAR,Goodyear India Ltd.,BSE
GTNINDS,GTN Industries Limited,BSE
GHCL,GHCL Ltd.,BSE
GFLLIMITED,GFL LIMITED,BSE
GLFL,Gujarat Lease Financing Limited,BSE
HCL-INSYS,HCL Infosystems Ltd,BSE
HDFCBANK,HDFC Bank Ltd.,BSE
HEROMOTOCO,Hero MotoCorp Limited,BSE
HFCL,HFCL LIMITED,BSE
HSCL,Himadri Speciality Chemical Ltd.,BSE
HCC,Hindustan Construction Co. Ltd.,BSE
HINDOILEXP,Hindustan Oil Exploration Co. Ltd.,BSE
AGI,AGI GREENPAC LIMITED,BSE
HINDZINC,Hindustan Zinc Ltd.,BSE
NDLVENTURE,NDL Ventures Limited,BSE
HMT,HMT Limited,BSE
PRAGBOS,Prag Bosimi Synthetics Ltd.,BSE
HLVLTD,HLV LIMITED,BSE
IGPL,IG Petrochemicals Ltd,BSE
INDIAGLYCO,India Glycols Ltd,BSE
INDLEASE,India Lease Devl. Ltd.,BSE
MARGOFIN,Margo Finance Limited,BSE
INDORAMA,Indo Rama Synthetics (India) Ltd.,BSE
INFY,Infosys Ltd,BSE
INGERRAND,Ingersoll-Rand (India) Ltd.,BSE
ITHL,International Travel House Ltd,BSE
IONEXCHANG,Ion Exchange (India) Ltd,BSE
SUNDROP,SUNDROP BRANDS LIMITED,BSE
JISLJALEQS,Jain Irrigation Systems Ltd.,BSE
JASCH,Jasch Industries Ltd.,BSE
JINDALPOLY,Jindal Poly Films Ltd.,BSE
JSWSTEEL,JSW Steel Limited,BSE
KAJARIACER,Kajaria Ceramics Ltd,BSE
KAKATCEM,Kakatiya Cement Sugar & Industries Ltd.,BSE
KSL,Kalyani Steels Ltd,BSE
WHIRLPOOL,Whirlpool of India Ltd,BSE
KGDENIM,K.G.Denim Ltd,BSE
KINETICENG,Kinetic Engineering Ltd.,BSE
KIRLOSBROS,Kirloskar Brothers Ltd.,BSE
KIRLOSIND,Kirloskar Industries Ltd,BSE
KIRLFER,Kirloskar Ferrous Industries Ltd.,BSE
ENVAIREL,Envair Electrodyne Ltd.,BSE
KOTAKBANK,Kotak Mahindra Bank Ltd.,BSE
KRIFILIND,KRISHNA FILAMENT INDUSTRIES LIMITED,BSE
KSB,KSB LIMITED,BSE
LGBBROSLTD,L.g.Balkrishnan & Bros. Ltd.,BSE
TRENT,Trent Ltd [Lakme Ltd],BSE
LMW,LMW Limited,BSE
LICHSGFIN,Lic Housing Finance Ltd.,BSE
LUPIN,Lupin Ltd,BSE
LYKALABS,Lyka Labs Ltd.,BSE
RAMCOCEM,The Ramco Cements Limited,BSE
HYBRIDFIN,HYBRID FINANCIAL SERVICES LIMITED,BSE
MAFATIND,Mafatlal Industries Ltd.,BSE
MAHSEAMLES,Maharashtra Seamless Ltd.,BSE
MAHSCOOTER,Maharashtra Scooters Ltd.,BSE
MAJESAUT,Majestic Auto Ltd.,BSE
MANALIPETC,Manali Petrochemicals Ltd.,BSE
BARODARY,Baroda Rayon Corpn. Ltd.,BSE
MFSL,Max Financial Services Limited,BSE
MIDINDIA,Mid India Industries Limited,BSE
MIRCELECTR,Mirc Electronics Ltd,BSE
CENTENKA,Century Enka Ltd.,BSE
MODTHREAD,Modern Thread (India) Ltd.,BSE
LORDSCHLO,Lords Chloro Alkali Ltd,BSE
SPICEJET,SpiceJet Limited,BSE
MOREPENLAB,Morepen Laboratories Ltd.,BSE
MRF,M.R.F. Ltd.,BSE
HEIDELBERG,HeidelbergCement  India Limited,BSE
NCC,NCC Limited,BSE
VEDL,Vedanta Limited,BSE
NAHARSPING,Nahar Spinning Mills Ltd.,BSE
NAPEROL,Naperol Investments Limited,BSE
GRASIM,Grasim Industries Ltd,BSE
NIITLTD,NIIT Ltd.,BSE
JAYKAY,Jaykay Enterprises Limited,BSE
NIRLON,Nirlon Limited,BSE
ONGC,Oil And Natural Gas Corporation Ltd,BSE
OILCOUNTUB,Oil Country Tubular Ltd.,BSE
ORIENTHOT,Oriental Hotels Ltd.,BSE
OSWALAGRO,Oswal Agro Mills Ltd.,BSE
INDSUCR,Indian Sucrose Ltd.,BSE
PANCM,Panyam Cements & Mineral Inds. Ltd.,BSE
RELIANCE,Reliance Industries Ltd,BSE
PILITA,Pil Italica Lifestyle Limited,BSE
RAYMOND,Raymond Limited,BSE
PIDILITIND,Pidilite Industries Ltd.,BSE
